facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date,hours_since_cleaning,hygiene_risk
F0698,3,5,7.0,4.0,13.0,1,351,2,2026-01-03,36.0,Medium
F0699,2,0,8.2,5.5,28.6,1,688,2,2026-03-04,3.0,Low
F0700,5,1,10.0,1.0,0.0,1,481,1,2026-09-03,13.3,Low
F0701,7,3,8.9,1.6,58.9,1,451,1,2026-03-08,22.6,Low
F0702,2,0,9.1,2.2,9.3,1,419,0,2026-02-17,6.9,Low
F0703,1,0,8.6,5.4,28.6,1,358,3,2026-03-20,1.3,Low
F0704,9,5,4.9,4.7,58.8,1,306,7,2026-02-19,1.1,Medium
F0705,2,1,7.0,5.3,30.6,1,542,3,2026-04-06,0.7,Low
F0706,5,5,7.3,3.4,38.1,1,277,3,2026-03-21,8.7,Low
F0707,7,5,4.8,5.0,55.0,0,658,9,2026-06-03,4.9,High
F0708,1,4,7.2,2.3,45.2,1,659,3,2026-07-31,5.4,Low
F0709,8,4,5.1,4.5,55.9,1,598,7,2026-04-02,5.3,Medium
F0710,0,0,8.2,4.1,32.3,1,291,5,2026-08-19,10.6,Low
F0711,3,3,4.1,9.3,68.6,1,289,7,2026-08-11,30.2,High
F0712,4,5,9.2,2.4,19.5,1,95,1,2026-09-07,15.2,Low
F0713,1,3,7.4,1.9,22.3,1,20,3,2026-04-08,12.2,Low
F0714,1,0,6.9,3.8,31.4,1,307,3,2026-04-08,2.1,Low
F0715,5,5,6.5,3.8,37.4,0,481,5,2026-01-11,10.1,Medium
F0716,2,4,7.1,4.0,49.8,1,275,4,2026-08-10,0.8,Low
F0717,7,1,6.2,3.1,35.3,1,368,2,2026-09-07,5.0,Low
F0718,1,4,5.0,6.2,58.0,1,265,5,2026-08-31,7.8,Medium
F0719,0,1,4.4,5.3,48.2,1,505,4,2026-04-23,9.7,Medium
F0720,2,1,6.8,3.3,56.9,1,365,3,2026-07-19,2.6,Medium
F0721,8,2,5.4,4.6,16.7,1,531,4,2026-09-05,1.7,Medium
F0722,3,3,5.6,6.0,69.7,1,20,7,2026-04-18,2.7,Medium
F0723,2,3,8.2,2.8,26.8,1,759,0,2026-06-22,14.7,Low
F0724,3,0,6.3,4.2,40.5,1,420,5,2026-01-24,3.3,Medium
F0725,1,5,9.4,1.0,30.8,1,216,4,2026-02-26,0.5,Low
F0726,7,0,5.3,3.7,36.7,1,188,3,2026-03-02,1.4,Medium
F0727,1,2,7.3,4.6,20.8,1,523,2,2026-03-12,0.8,Low
F0728,8,3,5.0,4.7,62.4,1,441,8,2026-09-16,3.1,High
F0729,2,4,6.1,6.9,30.1,1,587,2,2026-03-12,10.5,Medium
F0730,8,3,5.8,7.6,35.1,0,98,7,2026-08-15,21.6,High
F0731,8,5,5.9,3.6,60.4,1,514,3,2026-01-19,11.1,Medium
F0732,3,0,7.2,5.5,44.2,1,287,2,2026-07-25,2.6,Low
F0733,3,5,6.1,3.8,32.5,0,772,8,2026-04-16,7.1,High
F0734,4,3,7.9,3.6,11.1,1,722,1,2026-04-12,3.9,Low
F0735,3,0,8.1,3.2,25.5,1,73,2,2026-06-09,36.0,Medium
F0736,2,5,7.2,3.8,28.9,1,515,1,2026-06-05,2.1,Low
F0737,0,1,6.9,4.4,26.2,1,651,3,2026-06-02,0.5,Low
F0738,9,0,5.6,6.6,52.0,1,422,3,2026-04-30,9.4,Medium
F0739,9,4,5.7,7.5,46.1,1,109,5,2026-04-09,5.5,Medium
F0740,7,4,8.1,4.6,41.9,1,498,4,2026-09-01,16.5,Medium
F0741,5,1,8.9,3.0,7.2,1,591,0,2026-08-14,15.4,Low
F0742,7,4,5.0,8.4,52.6,1,671,8,2026-03-02,1.0,High
F0743,6,5,3.3,8.1,84.9,0,357,10,2026-05-29,6.9,High
F0744,0,4,6.9,4.8,51.0,0,346,9,2026-03-14,11.7,High
F0745,2,4,10.0,1.8,19.5,1,331,2,2026-01-23,5.0,Low
F0746,8,5,7.6,1.9,25.6,0,478,4,2026-03-09,9.5,Medium
F0747,7,4,4.3,5.0,59.3,1,321,4,2026-07-18,0.7,Medium
F0748,6,5,4.5,6.3,65.1,1,263,6,2026-03-26,0.7,Medium
F0749,0,5,4.2,5.2,56.9,1,725,8,2026-01-28,0.7,High
F0750,4,2,5.7,5.8,65.5,0,805,11,2026-01-10,1.5,High
F0751,9,4,6.5,6.5,55.0,1,275,4,2026-01-12,7.0,Medium
F0752,4,2,6.7,4.4,44.5,1,359,4,2026-03-28,29.3,Medium
F0753,4,4,7.7,5.3,52.2,1,877,5,2026-01-30,0.5,Medium
F0754,7,2,6.1,5.5,51.6,0,403,11,2026-01-27,17.2,High
F0755,1,4,6.4,2.9,21.0,1,446,5,2026-07-28,0.9,Low
F0756,7,5,7.2,5.6,40.8,0,707,7,2026-02-21,6.6,High
F0757,7,5,5.8,4.7,36.0,1,330,4,2026-03-28,5.2,Medium
F0758,8,3,5.4,8.8,42.9,1,818,7,2026-05-29,24.4,High
F0759,6,2,10.0,2.1,10.4,1,595,2,2026-05-25,36.0,Low
F0760,2,2,5.3,5.6,36.3,1,340,5,2026-05-24,1.1,Medium
F0761,9,0,2.7,6.2,68.9,1,732,8,2026-05-06,2.3,High
F0762,6,3,4.3,7.5,97.6,1,531,7,2026-09-01,19.2,High
F0763,3,3,5.5,4.3,69.8,1,220,5,2026-02-09,5.8,Medium
F0764,2,2,3.7,9.2,52.6,1,850,10,2026-07-03,3.5,High
F0765,9,2,8.2,1.0,35.4,1,418,5,2026-05-24,1.6,Low
F0766,6,0,6.6,5.9,52.9,1,397,3,2026-07-05,5.1,Medium
F0767,5,2,3.4,7.7,70.1,0,413,11,2026-09-14,7.6,High
F0768,1,2,7.4,1.8,28.8,1,312,1,2026-03-07,0.5,Low
F0769,3,4,6.3,6.4,47.7,1,695,3,2026-05-10,1.6,Medium
F0770,4,3,1.1,10.0,92.3,1,176,7,2026-07-28,2.9,High
F0771,9,3,5.5,4.2,37.3,0,713,8,2026-08-18,1.9,High
F0772,1,2,8.4,1.7,34.3,0,667,1,2026-08-05,1.9,Low
F0773,4,2,7.0,5.1,57.1,1,548,7,2026-06-21,4.2,Medium
F0774,0,5,6.9,4.8,46.4,1,616,5,2026-02-07,11.9,Medium
F0775,8,3,5.6,5.6,44.8,0,467,6,2026-02-03,18.6,High
F0776,4,4,9.2,3.0,11.8,1,373,1,2026-01-27,8.5,Low
F0777,0,5,4.3,7.7,39.6,1,663,5,2026-08-08,7.3,High
F0779,8,2,5.8,4.9,52.1,1,290,4,2026-08-16,7.6,Medium
F0780,4,5,8.4,2.9,29.6,1,202,1,2026-07-03,7.9,Low
F0781,6,2,8.9,1.0,29.1,1,581,4,2026-03-16,3.5,Low
F0782,1,0,6.5,2.0,42.3,1,301,4,2026-04-14,1.7,Low
F0783,2,0,7.2,5.2,31.6,1,199,2,2026-06-03,14.3,Medium
F0784,7,4,5.7,6.0,63.8,1,579,6,2026-04-25,0.5,Medium
F0785,9,3,5.4,4.9,50.1,1,20,5,2026-01-04,10.1,Medium
F0786,6,3,7.6,3.7,35.1,1,393,4,2026-07-04,6.6,Low
F0787,4,3,6.9,5.1,42.0,1,598,4,2026-04-01,14.1,Medium
F0788,5,2,7.7,5.2,35.5,1,454,3,2026-06-06,20.6,Medium
F0789,8,2,5.1,6.8,64.2,1,666,4,2026-03-02,7.3,High
F0790,6,5,7.6,3.6,24.8,1,220,4,2026-05-06,28.3,Medium
F0791,7,1,3.2,6.5,71.0,1,549,7,2026-09-08,7.4,High
F0792,5,5,7.4,4.9,43.1,1,670,5,2026-07-11,10.4,Medium
F0793,7,2,4.8,6.5,43.7,1,671,6,2026-01-19,5.1,High
F0794,9,0,8.3,3.8,17.9,1,475,4,2026-03-22,3.6,Low
F0795,5,4,5.4,5.4,66.5,1,550,4,2026-08-07,6.6,Medium
F0796,1,0,7.0,2.9,44.5,1,422,4,2026-05-16,4.4,Low
F0797,6,5,7.7,2.7,15.1,1,426,2,2026-07-04,2.4,Low
F0798,7,1,7.3,4.0,45.1,1,298,6,2026-05-21,8.6,Medium
F0799,2,4,5.6,5.0,65.2,1,154,5,2026-06-27,2.3,Medium
F0800,7,2,4.9,7.1,36.7,1,54,1,2026-07-23,22.7,Medium
F0801,9,2,6.2,3.9,48.1,1,721,5,2026-02-13,4.7,Medium
F0802,0,2,4.8,3.4,73.3,1,30,6,2026-03-13,0.5,Medium
F0803,9,5,5.3,7.7,33.8,1,430,3,2026-06-03,1.9,Medium
F0804,2,2,7.8,5.5,35.4,0,739,10,2026-07-20,3.0,High
F0805,1,1,7.1,3.8,26.1,1,593,3,2026-03-29,24.5,Medium
F0806,4,2,5.2,5.5,54.0,1,288,5,2026-07-17,0.5,Medium
F0807,1,2,6.7,6.2,46.1,1,462,5,2026-03-22,1.4,Medium
F0808,4,4,4.9,4.7,54.3,1,853,5,2026-04-16,1.0,Medium
F0809,6,2,7.6,1.7,43.5,1,671,3,2026-04-14,1.7,Low
F0810,5,4,4.3,4.4,72.0,1,433,7,2026-09-09,6.3,High
F0811,2,2,3.6,6.4,62.8,1,871,7,2026-03-31,9.0,High
F0812,2,1,4.8,7.0,76.3,1,188,7,2026-02-18,9.0,High
F0813,5,4,7.7,3.0,40.4,1,302,5,2026-04-22,2.6,Low
F0814,2,4,4.9,7.7,57.1,0,521,9,2026-06-16,10.9,High
F0815,7,4,7.1,4.7,41.2,1,444,2,2026-07-24,8.4,Medium
F0816,1,3,6.8,5.2,43.3,1,644,6,2026-08-25,4.7,Medium
F0817,8,0,5.0,5.7,64.3,1,392,6,2026-02-21,13.8,High
F0818,9,2,6.7,5.8,57.9,1,414,4,2026-08-14,2.4,Medium
F0819,2,1,6.5,4.8,39.1,1,293,5,2026-02-22,13.6,Medium
F0820,7,2,3.9,6.9,71.2,1,482,4,2026-07-11,19.8,High
F0821,8,3,8.1,3.6,41.8,1,416,3,2026-03-27,8.3,Low
F0822,2,3,10.0,1.0,15.4,1,298,0,2026-07-22,1.7,Low
F0823,0,0,6.5,5.1,42.4,1,464,4,2026-05-23,0.5,Medium
F0824,4,3,7.7,5.9,40.6,1,458,2,2026-03-29,34.9,Medium
F0825,5,3,2.1,6.7,76.1,0,117,9,2026-06-12,8.9,High
F0826,7,3,8.7,1.4,40.2,1,197,3,2026-01-07,2.0,Low
F0827,7,2,3.4,5.8,63.1,1,765,8,2026-06-01,7.3,High
F0828,8,0,7.1,2.6,52.2,1,328,0,2026-06-18,4.4,Low
F0829,9,2,5.0,8.1,81.0,1,525,7,2026-06-19,12.6,High
F0830,0,4,5.0,6.1,61.5,0,824,9,2026-04-24,8.9,High
F0831,8,3,5.2,5.7,51.7,1,371,10,2026-04-15,23.0,High
F0832,4,2,8.3,3.5,43.0,1,504,5,2026-08-28,4.2,Low
F0833,1,0,6.1,3.9,51.8,1,579,4,2026-09-04,4.5,Medium
F0834,6,4,5.3,5.1,59.4,1,71,5,2026-09-04,10.7,Medium
F0835,5,0,5.7,5.5,60.5,1,326,6,2026-06-06,6.0,Medium
F0836,6,3,8.1,1.6,42.6,1,591,4,2026-04-08,1.3,Low
F0837,0,3,8.4,1.0,16.4,1,589,2,2026-06-07,3.8,Low
F0838,4,1,4.5,6.2,63.6,0,217,10,2026-08-12,1.6,High
F0839,6,0,4.7,8.0,50.8,1,271,5,2026-09-02,3.7,High
F0840,4,2,7.1,2.6,22.7,1,325,2,2026-03-17,4.6,Low
F0841,3,2,2.7,6.4,78.9,1,400,9,2026-02-11,7.8,High
F0842,0,0,5.4,6.2,47.5,1,337,3,2026-07-15,5.7,Medium
F0843,7,1,6.1,2.7,72.2,1,226,5,2026-05-18,6.4,Medium
F0844,3,4,3.1,7.0,81.3,0,435,10,2026-08-02,0.5,High
F0845,0,2,4.7,4.6,66.2,1,617,7,2026-08-19,1.7,High
F0846,5,1,10.0,1.2,16.5,1,439,0,2026-07-29,17.4,Low
F0847,5,4,7.2,3.5,33.5,1,362,3,2026-05-01,1.0,Low
F0848,1,2,6.6,4.1,36.9,1,430,4,2026-01-22,6.6,Medium
F0849,9,0,6.2,4.8,13.3,1,39,2,2026-08-08,20.2,Medium
F0850,9,0,6.7,3.8,30.0,1,443,5,2026-01-30,3.8,Medium
F0851,7,0,6.5,4.4,53.3,1,267,5,2026-05-24,19.4,Medium
F0852,6,1,6.6,2.5,48.9,1,108,3,2026-06-14,0.5,Low
F0853,9,4,6.0,5.3,52.4,1,247,3,2026-02-11,7.0,Medium
F0854,4,5,7.9,6.0,18.4,1,244,1,2026-07-17,0.8,Low
F0855,3,4,6.8,4.9,22.7,1,393,5,2026-06-04,5.3,Medium
F0856,1,4,8.8,2.9,36.0,1,344,1,2026-02-15,1.8,Low
F0857,8,5,6.9,4.1,51.1,1,345,3,2026-03-05,2.5,Medium
F0858,9,4,3.6,6.4,57.5,1,352,7,2026-02-03,6.4,High
F0859,1,0,9.0,1.0,17.8,1,113,0,2026-05-13,25.4,Low
F0860,8,0,6.9,4.6,43.1,1,765,3,2026-07-08,0.9,Medium
F0861,8,5,8.8,1.7,27.8,1,430,3,2026-07-06,14.1,Low
F0862,7,4,6.2,3.9,30.2,1,859,5,2026-06-01,2.8,Medium
F0863,1,0,5.9,4.4,44.1,1,786,6,2026-09-15,13.2,Medium
F0864,6,0,6.8,6.2,40.4,1,552,3,2026-07-12,9.1,Medium
F0865,2,0,8.1,4.6,48.0,1,20,5,2026-09-07,10.0,Medium
F0866,9,4,4.9,8.0,55.9,1,706,6,2026-08-31,3.1,High
F0867,4,4,4.6,7.4,56.1,1,762,6,2026-01-28,14.5,High
F0868,6,0,7.0,3.0,23.8,1,20,3,2026-04-11,1.8,Low
F0869,1,0,6.0,3.3,29.8,1,20,1,2026-01-29,22.5,Medium
F0870,2,2,8.0,3.8,28.6,1,746,3,2026-03-18,6.7,Low
F0871,5,1,7.8,3.4,10.5,0,453,4,2026-02-15,7.9,Medium
F0872,6,5,8.5,1.1,38.9,1,539,2,2026-04-26,1.0,Low
F0873,4,5,4.2,6.0,60.8,1,789,4,2026-08-11,1.5,High
F0874,2,5,6.7,5.1,50.5,1,607,3,2026-01-11,3.9,Medium
F0875,1,2,7.8,1.1,26.8,1,414,3,2026-04-17,5.8,Low
F0876,8,3,3.9,8.4,50.4,1,249,7,2026-04-16,0.5,High
F0877,7,0,3.0,7.0,100.0,1,564,6,2026-01-01,3.4,High
F0878,9,5,5.9,8.1,58.6,0,356,10,2026-09-09,1.1,High
F0879,4,2,10.0,1.0,0.0,1,267,1,2026-03-14,8.1,Low
F0880,3,0,6.5,6.2,38.5,1,356,5,2026-02-08,7.3,Medium
F0881,1,1,6.2,6.7,54.2,0,637,9,2026-04-15,8.5,High
F0882,2,2,6.0,4.5,2.4,1,504,5,2026-03-25,8.0,Medium
F0883,1,0,5.0,8.1,30.8,1,821,4,2026-07-28,2.4,Medium
F0884,1,4,5.8,4.4,39.5,1,365,7,2026-01-06,1.9,Medium
F0885,1,5,7.7,3.2,56.0,1,315,5,2026-09-08,5.6,Medium
F0886,2,2,4.6,5.4,75.4,1,416,7,2026-06-12,0.5,High
F0887,3,1,4.6,8.2,77.5,1,375,6,2026-01-05,14.2,High
F0888,7,1,6.5,4.9,49.5,1,423,4,2026-07-09,9.7,Medium
F0889,4,1,4.1,5.6,81.8,1,1018,7,2026-04-28,5.2,High
F0890,1,2,8.4,4.6,0.0,1,393,3,2026-05-03,0.6,Low
F0891,5,4,5.7,5.1,43.5,1,923,8,2026-03-11,0.5,Medium
F0892,2,1,5.5,1.0,47.9,0,357,5,2026-01-04,7.2,Medium
F0893,0,4,4.7,6.0,80.3,0,418,11,2026-01-22,36.0,High
F0894,3,0,5.4,7.5,48.8,0,274,8,2026-03-10,0.6,High
F0895,4,0,8.3,2.3,17.5,1,576,2,2026-03-02,18.4,Low
F0896,5,5,8.8,1.2,24.0,1,280,0,2026-01-19,19.2,Low
F0897,9,3,6.8,3.8,56.3,1,439,3,2026-07-25,0.9,Medium
F0898,6,2,8.9,3.3,31.6,1,303,2,2026-09-07,1.0,Low
F0899,5,2,6.6,3.4,29.3,1,469,2,2026-08-13,16.7,Medium
F0900,6,2,6.1,6.3,65.0,1,687,4,2026-05-26,0.9,Medium
F0901,5,5,3.9,8.4,73.6,1,354,6,2026-08-04,4.9,High
F0902,8,3,5.1,3.9,56.7,1,432,2,2026-07-19,3.8,Medium
F0903,0,1,9.7,1.0,23.7,1,573,4,2026-08-08,8.7,Low
F0904,7,0,7.5,5.0,35.3,1,632,5,2026-04-06,7.2,Medium
F0905,0,2,6.8,1.6,51.3,1,424,3,2026-09-15,1.7,Low
F0907,2,4,4.0,7.8,69.8,1,468,6,2026-06-22,2.7,High
F0908,7,0,5.4,6.9,59.0,1,591,7,2026-08-03,21.5,High
F0909,8,0,7.4,3.1,56.0,1,431,3,2026-08-09,2.5,Low
F0910,9,0,8.9,3.3,17.7,1,459,2,2026-03-08,6.0,Low
F0911,8,1,6.3,3.5,48.4,1,164,4,2026-02-24,7.9,Medium
F0912,1,3,8.2,2.8,21.1,1,703,2,2026-08-17,1.6,Low
F0913,3,1,8.9,1.5,16.9,1,666,2,2026-08-03,5.7,Low
F0914,1,4,7.2,3.8,65.9,1,928,3,2026-08-18,16.9,Medium
F0915,0,3,8.2,3.4,43.3,1,321,2,2026-01-24,6.9,Low
F0916,8,4,5.5,6.1,31.8,1,162,6,2026-02-08,15.3,Medium
F0917,3,4,6.4,3.3,47.0,1,211,4,2026-01-05,1.5,Low
F0918,8,2,7.5,1.4,34.0,1,540,2,2026-03-02,2.3,Low
F0919,7,5,7.7,3.6,40.4,0,460,6,2026-05-08,19.7,High
F0920,8,4,9.7,2.7,28.2,1,621,2,2026-05-16,22.0,Low
F0921,6,5,7.7,2.7,52.2,1,401,3,2026-05-12,3.3,Low
F0922,0,5,4.9,4.7,34.4,0,124,6,2026-05-12,8.7,High
F0923,9,2,7.0,5.4,34.7,1,562,3,2026-08-11,14.7,Medium
F0924,8,1,7.7,3.8,29.1,1,603,6,2026-09-09,1.6,Low
F0925,2,3,6.1,6.0,66.5,1,162,6,2026-08-21,1.6,Medium
F0926,6,1,8.0,2.9,22.5,1,530,3,2026-02-26,3.6,Low
F0927,3,1,7.3,3.4,37.7,0,257,6,2026-02-24,6.9,Medium
F0928,4,0,6.1,6.0,22.2,1,668,6,2026-03-25,16.7,Medium
F0929,3,4,5.0,6.1,46.4,1,383,7,2026-02-22,0.5,Medium
F0930,2,1,7.1,5.7,62.1,1,318,5,2026-04-26,8.0,Medium
F0931,1,0,9.0,1.0,27.5,1,517,3,2026-06-20,0.8,Low
F0932,2,2,5.9,7.7,34.3,0,320,7,2026-04-03,5.7,High
F0933,1,3,8.7,1.1,15.5,1,302,0,2026-05-16,2.4,Low
F0934,1,3,6.4,6.9,14.9,1,505,5,2026-09-02,4.4,Medium
F0935,5,1,2.2,7.3,81.1,0,524,10,2026-08-06,1.5,High
F0936,2,5,7.5,5.2,31.3,1,771,7,2026-07-16,19.1,Medium
F0937,1,2,4.1,6.9,39.7,1,347,4,2026-04-23,6.5,Medium
F0938,6,0,7.6,2.8,40.8,1,268,4,2026-02-26,1.1,Low
F0939,7,2,4.0,8.9,67.4,1,311,3,2026-08-04,13.5,High
F0940,2,0,5.0,6.2,52.8,1,763,5,2026-01-14,3.6,Medium
F0941,1,3,7.2,4.0,23.3,1,307,3,2026-05-06,1.3,Low
F0942,5,4,7.2,1.6,26.4,1,579,5,2026-06-03,10.3,Low
F0943,3,2,6.0,3.6,46.6,1,401,3,2026-03-30,0.5,Medium
F0944,4,1,4.4,9.1,64.2,1,628,6,2026-09-14,13.3,High
F0945,7,4,7.0,7.0,38.2,1,525,4,2026-01-29,22.6,Medium
F0946,2,4,4.5,7.4,82.7,1,650,5,2026-06-10,4.7,High
F0947,7,0,8.1,4.9,23.5,1,314,0,2026-01-15,0.6,Low
F0948,6,2,4.2,7.1,69.9,1,911,7,2026-04-14,1.6,High
F0949,9,0,5.8,8.7,33.2,1,317,4,2026-01-05,0.5,Medium
F0950,9,4,10.0,2.5,7.8,1,270,2,2026-02-19,1.0,Low
F0951,4,2,8.2,1.9,4.0,1,424,0,2026-01-20,11.9,Low
F0952,8,5,7.0,4.8,51.7,0,721,9,2026-03-14,16.2,High
F0953,6,1,3.3,7.5,53.5,1,20,5,2026-08-09,11.5,High
F0954,1,3,7.9,3.3,17.2,1,363,2,2026-09-12,1.2,Low
F0955,8,3,8.8,4.3,0.0,1,260,3,2026-06-01,0.7,Low
F0956,4,4,7.3,3.5,49.4,1,592,6,2026-08-31,2.2,Medium
F0957,5,0,5.8,4.6,62.7,1,630,3,2026-03-08,14.7,Medium
F0958,0,1,8.6,1.0,23.1,1,626,3,2026-01-22,4.5,Low
F0959,7,4,9.5,2.3,10.9,1,161,0,2026-02-07,0.8,Low
F0960,1,2,8.1,4.3,14.3,1,163,2,2026-02-25,12.8,Low
F0961,7,1,5.9,2.2,70.1,1,253,2,2026-09-06,3.0,Medium
F0962,9,5,10.0,1.0,5.1,1,20,0,2026-04-20,1.2,Low
F0963,2,0,8.9,2.4,0.0,1,782,1,2026-01-12,4.2,Low
F0964,2,5,6.5,4.5,52.2,1,416,5,2026-08-20,15.5,Medium
F0965,9,4,7.3,6.4,38.2,0,496,8,2026-04-12,4.2,High
F0966,6,5,6.0,3.4,50.0,1,660,4,2026-07-19,18.3,Medium
F0967,6,2,6.9,2.4,58.3,1,583,7,2026-06-12,2.9,Medium
F0968,3,1,6.0,7.4,28.2,1,272,7,2026-05-15,8.4,Medium
F0969,2,1,8.5,2.5,29.1,1,330,3,2026-04-07,26.2,Low
F0970,9,0,7.2,3.0,34.8,1,116,6,2026-01-08,26.7,Medium
F0971,3,4,10.0,1.3,0.0,1,424,0,2026-06-30,7.9,Low
F0972,3,4,6.9,1.9,36.4,1,534,5,2026-03-25,1.5,Low
F0973,1,3,3.7,9.0,63.0,1,211,9,2026-02-14,7.3,High
F0974,5,5,4.7,5.2,44.1,1,62,5,2026-02-21,19.7,Medium
F0975,1,0,6.0,4.8,44.4,1,652,4,2026-08-29,4.5,Medium
F0976,9,2,7.3,6.5,30.0,1,576,2,2026-01-04,10.1,Medium
F0977,6,3,4.9,6.1,51.4,0,271,8,2026-08-01,18.0,High
F0978,0,4,6.2,7.1,50.3,1,70,4,2026-03-29,2.9,Medium
F0979,8,4,6.7,7.8,48.8,1,726,5,2026-07-19,12.1,High
F0980,4,5,5.9,6.4,39.3,1,750,7,2026-07-20,5.3,Medium
F0981,0,4,7.3,4.7,39.0,1,457,5,2026-02-10,11.0,Medium
F0982,4,2,8.6,4.5,28.2,0,176,3,2026-04-24,1.5,Medium
F0983,0,3,5.0,5.8,61.6,1,50,4,2026-01-12,8.1,Medium
F0984,5,0,10.0,3.3,32.6,1,537,3,2026-02-09,1.5,Low
F0985,2,0,7.5,3.0,54.6,1,661,3,2026-08-03,5.0,Medium
F0986,1,0,5.5,4.5,41.1,1,286,7,2026-01-17,8.1,Medium
F0987,3,3,8.6,2.3,11.3,1,248,2,2026-01-16,10.2,Low
F0988,7,3,5.8,3.0,47.1,1,118,6,2026-03-12,0.5,Medium
F0989,2,5,5.8,2.1,48.0,0,680,6,2026-09-11,3.2,Medium
F0990,1,5,5.9,7.9,38.4,1,566,8,2026-07-21,9.5,High
F0991,9,5,7.1,2.2,42.9,1,558,1,2026-05-20,4.3,Low
F0992,8,3,7.2,4.8,45.8,1,146,6,2026-08-19,12.8,Medium
F0993,8,0,7.8,2.9,15.7,1,590,1,2026-02-28,22.5,Low
F0994,1,3,6.0,4.2,51.9,1,476,6,2026-06-10,1.2,Medium
F0995,3,2,6.3,4.9,37.8,1,646,3,2026-04-19,17.2,Medium
F0021,1,2,2.6,9.0,100.0,1,612,8,2026-01-08,0.8,High
F0086,7,5,2.8,7.0,73.7,1,196,6,2026-04-07,2.9,High
F0251,3,2,5.3,8.0,74.7,1,713,9,2026-05-05,8.5,High
F0445,9,2,7.0,5.7,30.2,1,699,4,2026-06-25,6.0,Medium
F0701,7,3,8.9,1.6,58.9,1,451,1,2026-03-08,22.6,Low
